Denominazione,Sezione,Cognome rapp legale,Nome rapp legale,stato,provincia,comune,indirizzo,etichetta,indirizzo_completo,Latitudine,Longitudine
AUSER MAGNACAVALLO ODV,ORGANIZZAZIONI DI VOLONTARIATO,LONGHI,FAUSTO LUCA,I,MN,MAGNACAVALLO,PIAZZA MARCONI,OV,"PIAZZA MARCONI,MAGNACAVALLO,MN,I",45.006174550486435,11.182490763928156
AUSER MALAVICINA INSIEME APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SOLZI,RITA,I,MN,ROVERBELLA,VIA PIAVE,APS,"VIA PIAVE,ROVERBELLA,MN,I",45.298562132057015,10.782970236675792
AUSER MALCANTONE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GIBERTONI,DANIELE,I,MN,SERMIDE E FELONICA,VIA LUDOVICO ARIOSTO,APS,"VIA LUDOVICO ARIOSTO,SERMIDE E FELONICA,MN,I",44.963142757552326,11.236991006787667
AUSER MARCIGNAGO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,DE AMICI,EMILIO,I,PV,MARCIGNAGO,PIAZZA ROVIDA,OV,"PIAZZA ROVIDA,MARCIGNAGO,PV,I",45.25272895274307,9.078240304517113
AUSER MARCO FACCHINETTI DARFO BOARIO TERME-ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,COMINELLI,PAOLA MARIA SIMONETTA,I,BS,DARFO BOARIO TERME,VICOLO OGLIOLO,OV,"VICOLO OGLIOLO,DARFO BOARIO TERME,BS,I",45.888614799309806,10.189315253025526
AUSER MARIANA MANTOVANA ODV,ORGANIZZAZIONI DI VOLONTARIATO,ARTONI,ROSA,I,MN,MARIANA MANTOVANA,VIA MATTEOTTI,OV,"VIA MATTEOTTI,MARIANA MANTOVANA,MN,I",45.19192468875696,10.48671339173142
AUSER MARMIROLO LA TORRE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GUALDI,CLAUDIO,I,MN,MARMIROLO,VIA CELSINO,APS,"VIA CELSINO,MARMIROLO,MN,I",45.21916856875797,10.752054976041162
AUSER MERLINO ODV,ORGANIZZAZIONI DI VOLONTARIATO,VIGNATI,DAVIDE,I,LO,MERLINO,PIAZZA LIBERTA',OV,"PIAZZA LIBERTA',MERLINO,LO,I",45.4322048708021,9.43000099491536
AUSER MEZZANA BIGLI ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,CHIESA,ANGELO,I,PV,MEZZANA BIGLI,PIAZZA GRAMSCI,OV,"PIAZZA GRAMSCI,MEZZANA BIGLI,PV,I",45.05997473118851,8.846551351358066
AUSER MEZZANA RABATTONE ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,VACCHINI,VIVIANA,I,PV,MEZZANA RABATTONE,VIA MARCONI,OV,"VIA MARCONI,MEZZANA RABATTONE,PV,I",45.095507210203486,9.033015124275238
AUSER 'MIMOSA' DI SERIATE ODV - ETS,ORGANIZZAZIONI DI VOLONTARIATO,FIORENDI,GIUSEPPE,I,BG,SERIATE,VIA DECO' E CANETTA,OV,"VIA DECO' E CANETTA,SERIATE,BG,I",45.68281706704563,9.72340562685073
AUSER MOGLIA LA SORGENTE ODV,ORGANIZZAZIONI DI VOLONTARIATO,GATTI,ETTORINA,I,MN,MOGLIA,PIAZZA LIBERTA',OV,"PIAZZA LIBERTA',MOGLIA,MN,I",44.93121105107475,10.912843518029014
AUSER MONTALTO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,PASTORELLI,DARIO,I,PV,MONTALTO PAVESE,VIA MUSETTI,OV,"VIA MUSETTI,MONTALTO PAVESE,PV,I",44.978789976872996,9.211591639475493
AUSER MONTEBELLO DI CHIUDUNO O.D.V. - E.T.S.,ORGANIZZAZIONI DI VOLONTARIATO,GAMBARINI,GIUSEPPE,I,BG,CHIUDUNO,VIA TIRONI,OV,"VIA TIRONI,CHIUDUNO,BG,I",45.653143835595415,9.844040712910726
AUSER MOSIO VOLONTARI ODV,ORGANIZZAZIONI DI VOLONTARIATO,BOSIO,MAURO,I,MN,ACQUANEGRA SUL CHIESE,VIA TRIESTE,OV,"VIA TRIESTE,ACQUANEGRA SUL CHIESE,MN,I",45.14799575902299,10.469692309642621
AUSER NICORVO-ALBONESE  GIGI ZAMPIERI ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,PIRRELLO,GAETANO,I,PV,NICORVO,VIA ROMA,OV,"VIA ROMA,NICORVO,PV,I",45.28662637648048,8.667234140769583
AUSER ODV TRASPORTO PROTETTO E DIRITTO ALLA MOBILITA' NEL COMUNE DI RONCOFERRARO ODV - ETS,ORGANIZZAZIONI DI VOLONTARIATO,VILLA,MARCO,I,MN,RONCOFERRARO,LARGO NUVOLARI,OV,"LARGO NUVOLARI,RONCOFERRARO,MN,I",45.134551689024896,10.949606086699273
AUSER OFFICINA DELL'AIUTO ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,MANFREDINI,GIANCARLO,I,CR,CREMA,PIAZZA MARTIRI DELLE LIBERTA',OV,"PIAZZA MARTIRI DELLE LIBERTA',CREMA,CR,I",45.36648168099546,9.694901190732885
AUSER OLTRE LO SGUARDO ODV,ORGANIZZAZIONI DI VOLONTARIATO,BONANOMI,GABRIELLA,I,CO,COMO,VIA G. CASTELLINI,OV,"VIA G. CASTELLINI,COMO,CO,I",45.796076731880994,9.091744202719454
AUSER OSSAGO LODIGIANO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,LUCCHINI,GIULIA,I,LO,OSSAGO LODIGIANO,VIA ROMA,OV,"VIA ROMA,OSSAGO LODIGIANO,LO,I",45.24202902543459,9.537146896064586
AUSER OSTIGLIA ODV,ORGANIZZAZIONI DI VOLONTARIATO,ROSSI,SERGIO,I,MN,OSTIGLIA,VIA GNOCCHI VIANI,OV,"VIA GNOCCHI VIANI,OSTIGLIA,MN,I",45.065021145522614,11.133440129692096
AUSER PIETRA DE' GIORGI ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ARONA,PIER GIACOMO,I,PV,PIETRA DE' GIORGI,PIAZZA DON VALENTINO ARPESELLA,OV,"PIAZZA DON VALENTINO ARPESELLA,PIETRA DE' GIORGI,PV,I",45.02019997447571,9.230843891200577
AUSER PORTO MANTOVANO CENTRO SOLIDARIETA' APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FERRARINI,BRUNA,I,MN,PORTO MANTOVANO,VIA GRAMSCI,APS,"VIA GRAMSCI,PORTO MANTOVANO,MN,I",45.19461464531216,10.78816064513245
AUSER PRIMAVERA BREMBIO ODV,ORGANIZZAZIONI DI VOLONTARIATO,CERRI,DANIELA,I,LO,BREMBIO,PIAZZA MATTEOTTI,OV,"PIAZZA MATTEOTTI,BREMBIO,LO,I",45.21411264944016,9.572411082462349
AUSER PROVINCIALE DI LECCO APS -ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,DOSSI,CLAUDIO,I,LC,LECCO,CORSO MONTE SANTO,APS,"CORSO MONTE SANTO,LECCO,LC,I",45.86820106770928,9.403823270295998
AUSER PROVINCIALE DI MANTOVA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FIORINI,FRANCA,I,MN,MANTOVA,VIA FACCIOTTO,APS,"VIA FACCIOTTO,MANTOVA,MN,I",45.14575440210558,10.78731165769851
AUSER REA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,COLNAGHI,GABRIELE,I,PV,REA,PIAZZA BUSONI,OV,"PIAZZA BUSONI,REA,PV,I",45.115575967100995,9.154362771424168
AUSER REDAVALLE ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,CUNIETTI,ADELE MARIA,I,PV,REDAVALLE,VIA ROMA,OV,"VIA ROMA,REDAVALLE,PV,I",45.0350015370571,9.203638662132278
AUSER REGIONALE LOMBARDIA-APS-ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,COLOMBINI,FULVIA MARIA RITA,I,MI,MILANO,VIA DEI TRANSITI,APS,"VIA DEI TRANSITI,MILANO,MI,I",45.49078426845129,9.220027399419513
AUSER RETE BRIANZA APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ALBERGONI,PIETRO,I,MB,MONZA,VIA MONTE OLIVETO,APS,"VIA MONTE OLIVETO,MONZA,MB,I",45.57784052549511,9.259165555334798
AUSER RETE (TERRITORIALE DI BRESCIA) APS-ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PREVEDONI,PIETRO,I,BS,BRESCIA,VIA F.LLI FOLONARI,APS,"VIA F.LLI FOLONARI,BRESCIA,BS,I",45.53429287604651,10.209219292657993
AUSER RIVANAZZANO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,GUERCI,MAURO,I,PV,RIVANAZZANO TERME,VIA INDIPENDENZA,OV,"VIA INDIPENDENZA,RIVANAZZANO TERME,PV,I",44.93049012464481,9.01643443572491
AUSER ROBBIO APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ZENNARO,ALBERTO,I,PV,ROBBIO,VIA NOVARA,APS,"VIA NOVARA,ROBBIO,PV,I",45.29940946486369,8.584812509005781
AUSER ROVERBELLA INSIEME APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,DALLA RICCA,GIORGIO,I,MN,ROVERBELLA,VIA DELL'ARTIGIANATO,APS,"VIA DELL'ARTIGIANATO,ROVERBELLA,MN,I",45.260222070581165,10.772575948678725
AUSER SABBIONETA CENTRO SOCIALE PALAZZO FORTI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,STRINGHINI,MORENA,I,MN,SABBIONETA,VIA BERNARDINO CAMPI,APS,"VIA BERNARDINO CAMPI,SABBIONETA,MN,I",44.998117182999735,10.492389630079014
AUSERSAMMARTINESE ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,GAZZOLA,ANGELO,I,LO,SAN MARTINO IN STRADA,VIA VITTORIO EMANUELE II,OV,"VIA VITTORIO EMANUELE II,SAN MARTINO IN STRADA,LO,I",45.26877128061779,9.529845886095861
AUSER SAN BENEDETTO PO ODV,ORGANIZZAZIONI DI VOLONTARIATO,FERRARI,ULISSE,I,MN,SAN BENEDETTO PO,VIA DUGONI,OV,"VIA DUGONI,SAN BENEDETTO PO,MN,I",45.04329169732696,10.930900991010391
AUSER  SAN GIORGIO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ROSSI,ANGELO,I,PV,BARBIANELLO,PIAZZA VITTORIO EMANUELE II,OV,"PIAZZA VITTORIO EMANUELE II,BARBIANELLO,PV,I",45.076174086460924,9.205370763878037
AUSER SAN MARTINO DALL'ARGINE CENTRO SOCIALE INCONTRO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ZAFFANELLA,SILVIA,I,MN,SAN MARTINO DALL'ARGINE,VIA CARROBBIO,APS,"VIA CARROBBIO,SAN MARTINO DALL'ARGINE,MN,I",45.09694880943612,10.51964838300589
AUSER SANTA MARIA DELLA VERSA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,FULGOSI,CLAUDIA MARIA ANNITA,I,PV,SANTA MARIA DELLA VERSA,PIAZZA AMMIRAGLIO FARAVELLI,OV,"PIAZZA AMMIRAGLIO FARAVELLI,SANTA MARIA DELLA VERSA,PV,I",44.98608275703311,9.300313766392073
AUSER SARTIRANA SOLIDALE APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PANIZZA,GIANCARLA,I,PV,SARTIRANA LOMELLINA,VIA AMEDEO D'AOSTA,APS,"VIA AMEDEO D'AOSTA,SARTIRANA LOMELLINA,PV,I",45.115190360802025,8.66391420510899
AUSER SECUGNAGO BELLA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ORLANDI,CARLO ANTONIO,I,LO,SECUGNAGO,VIA VITTORIO VENETO,OV,"VIA VITTORIO VENETO,SECUGNAGO,LO,I",45.227354878107406,9.59712094302675
AUSER SEMPRE ATTIVI ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ALLEGRI,GIOVANNA,I,LO,MAIRAGO,PIAZZA MARCONI,OV,"PIAZZA MARCONI,MAIRAGO,LO,I",45.31106245174444,9.358745730445525
AUSER SEMPRE VERDE APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GRASSI,MARIO,I,PV,LINAROLO,VIA NOBILI S. LEONARDO,APS,"VIA NOBILI S. LEONARDO,LINAROLO,PV,I",45.15588947391443,9.234124500432538
AUSER SENNA LODIGIANA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,CORELLA,CARLO,I,LO,SENNA LODIGIANA,VIA DANTE ALIGHIERI,OV,"VIA DANTE ALIGHIERI,SENNA LODIGIANA,LO,I",45.15187482631793,9.59236211973361
AUSER SERMIDE APS - ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GIUSTI,DANIELE,I,MN,SERMIDE E FELONICA,VIA TOGLIATTI,APS,"VIA TOGLIATTI,SERMIDE E FELONICA,MN,I",45.003663914261665,11.299033484914252
AUSER SERVIRE GRUMELLO O.D.V. - E.T.S.,ORGANIZZAZIONI DI VOLONTARIATO,CANCELLI,GIORGIO,I,BG,GRUMELLO DEL MONTE,VIA NICOLAI,OV,"VIA NICOLAI,GRUMELLO DEL MONTE,BG,I",45.63390102856987,9.876309588081265
AUSER SOCCORSO D'ARGENTO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,GATTI,IVO,I,PV,PIZZALE,VIA F. FERRARIS,OV,"VIA F. FERRARIS,PIZZALE,PV,I",45.03827010251186,9.049424834762402
AUSER SOCIALITA' E SOLIDARIETA' ARCORE ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,BRUNI,BRUNELLA,I,MB,ARCORE,LARGO ARIENTI,OV,"LARGO ARIENTI,ARCORE,MB,I",45.62839966412447,9.325979929194434
AUSER SOLFERINO AMICI MIEI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CERINI,FRANCESCA,I,MN,SOLFERINO,VIA 24 GIUGNO,APS,"VIA 24 GIUGNO,SOLFERINO,MN,I",45.3677905981279,10.564548666851849
AUSER SOLIDARIETA' MONASTEROLO O.D.V. - E.T.S.,ORGANIZZAZIONI DI VOLONTARIATO,GIUDICI,ALESSANDRO,I,BG,MONASTEROLO DEL CASTELLO,PIAZZA PAPA GIOVANNI XXII,OV,"PIAZZA PAPA GIOVANNI XXII,MONASTEROLO DEL CASTELLO,BG,I",45.763100390079586,9.930454559641968
AUSER SOLIDEA TORRAZZA COSTE ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,AGNETTI,FRANCA,I,PV,TORRAZZA COSTE,VIA CADELAZZI,OV,"VIA CADELAZZI,TORRAZZA COSTE,PV,I",44.97159369164016,9.08994333509778
AUSER SOMMO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ZANONI,BARBARA,I,PV,SOMMO,VIA ROMA,OV,"VIA ROMA,SOMMO,PV,I",45.12985431858668,9.083178013743522
AUSER SUZZARA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CARLINI,FABIO,I,MN,SUZZARA,V.LE LIBERTA',APS,"V.LE LIBERTA',SUZZARA,MN,I",44.9886136387513,10.740350215498411
AUSER TERRITORIALE COMO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PATRIGNANI,MASSIMO,I,CO,COMO,VIA NAPOLEONA,APS,"VIA NAPOLEONA,COMO,CO,I",45.79295016672182,9.092259216187417
AUSER TERRITORIALE DEL TICINO OLONA APS ETS ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SQUEO,MAURO,I,MI,LEGNANO,VIA CIRO MENOTTI,APS,"VIA CIRO MENOTTI,LEGNANO,MI,I",45.59732217753617,8.901279611608306
AUSER TERRITORIALE DI CREMONA APS-ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BERTOLETTI,DONATA ROSA,I,CR,CREMONA,VIA BRESCIA 207,APS,"VIA BRESCIA 207,CREMONA,CR,I",45.15178451088806,10.037810760567794
AUSER TERRITORIALE DI PAVIA APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,COLOMBO,ANNAMARIA,I,PV,VIGEVANO,C.SO GENOVA,APS,"C.SO GENOVA,VIGEVANO,PV,I",45.29028608611089,8.85374715198775
AUSER TERRITORIALE DI VARESE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MONZINI,GIANCARLO,I,VA,VARESE,PIAZZA FULVIO DE SALVO,APS,"PIAZZA FULVIO DE SALVO,VARESE,VA,I",45.8019482744958,8.847774733784327
AUSER TERRITORIALE PROVINCIALE DI BERGAMO APS - ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,VITALI,ALFIO MARIO,I,BG,BERGAMO,VIA CORRIDONI,APS,"VIA CORRIDONI,BERGAMO,BG,I",45.705732409640476,9.686993289690568
AUSER TERRITORIALE VALCAMONICA-SEBINO APS ASSOCIAZIONE TERRITORIALE PER L'INVECCHIAMENTO ATTIVO - ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RACO,VINCENZO,I,BS,DARFO BOARIO TERME,VIA SALETTI,APS,"VIA SALETTI,DARFO BOARIO TERME,BS,I",45.88189691151444,10.180039089888252
AUSER TERRITORIALE VALTELLINA E VALCHIAVENNA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BRICALLI,MARCO,I,SO,SONDRIO,VIA L.TORELLI,APS,"VIA L.TORELLI,SONDRIO,SO,I",46.16703225564915,9.861643877542768
AUSER TERRITORIALE VALTELLINA E VALCHIAVENNA ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,BRICALLI,MARCO,I,SO,SONDRIO,VIA LUIGI TORELLI,OV,"VIA LUIGI TORELLI,SONDRIO,SO,I",46.16703225564915,9.861643877542768
AUSER TERZA ETA' ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,GEROLDI,GIANCARLO,I,LO,BERTONICO,VIA GARIBALDI,OV,"VIA GARIBALDI,BERTONICO,LO,I",45.23491315144803,9.669954638458753
AUSER TERZA UNIVERSITA' DELLA LIBERETA' APS-ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MELGARI,ERCOLE,I,BS,BRESCIA,VIA F.LLI FOLONARI,APS,"VIA F.LLI FOLONARI,BRESCIA,BS,I",45.53429287604651,10.209219292657993
AUSER TOSINI ROMANO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,BONIZZONI,ROSSANA,I,PV,PIEVE DEL CAIRO,VIA ROMA,OV,"VIA ROMA,PIEVE DEL CAIRO,PV,I",45.04911788891868,8.802229472162807
AUSER TREMEZZINA SOLIDALE ODV,ORGANIZZAZIONI DI VOLONTARIATO,ZANOTTA,CARLA,I,CO,TREMEZZINA,VIA SILVIO PELLICO,OV,"VIA SILVIO PELLICO,TREMEZZINA,CO,I",45.97134484710652,9.19089423283152
AUSER TURANO PULITA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,IRMINI,GUIDO,I,LO,TURANO LODIGIANO,VIA EMILIO PECCHI 8,OV,"VIA EMILIO PECCHI 8,TURANO LODIGIANO,LO,I",45.25081690645348,9.622626094903154
AUSER TURSELA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,DEPAOLI,FRANCO,I,PV,TORRICELLA VERZATE,PIAZZA ITALIA,OV,"PIAZZA ITALIA,TORRICELLA VERZATE,PV,I",45.020387662368734,9.173667351392936
AUSER UNIVERSITA' POPOLARE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MOLTENI,MARIA RITA,I,CO,COMO,VIA CASTELLINI,APS,"VIA CASTELLINI,COMO,CO,I",45.796076731880994,9.091744202719454
AUSER VALLIO TERME ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,RONCADORI,NADIA,I,BS,VALLIO TERME,VIA REPUBBLICA,OV,"VIA REPUBBLICA,VALLIO TERME,BS,I",45.61019227510272,10.388829115247402
AUSER VARZI ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,POGGI,ALESSANDRA,I,PV,VARZI,PIAZZA DELLA FIERA,OV,"PIAZZA DELLA FIERA,VARZI,PV,I",44.82189949826426,9.199016829340728
AUSER VILLANOVA SILLARO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,GATTI,DOMENICO,I,LO,VILLANOVA DEL SILLARO,VIA DELLA VITTORIA,OV,"VIA DELLA VITTORIA,VILLANOVA DEL SILLARO,LO,I",45.23931893084688,9.482959970052478
AUSER VILLA POMA ODV,ORGANIZZAZIONI DI VOLONTARIATO,PINOTTI,MIRCA,I,MN,VILLA POMA,PIAZZA MAZZALI C/O COMUNE,OV,"PIAZZA MAZZALI C/O COMUNE,VILLA POMA,MN,I",45.002386,11.115242
AUSER VOLONTARIATO 18 BAGGIO ODV,ORGANIZZAZIONI DI VOLONTARIATO,LEDDA,GIANCARLO,I,MI,MILANO,PIAZZA ANITA GARIBALDI,OV,"PIAZZA ANITA GARIBALDI,MILANO,MI,I",45.462804283670664,9.087766482498699
AUSER VOLONTARIATO 20 MILANO ODV,ORGANIZZAZIONI DI VOLONTARIATO,STRENGHETTO,LUCIA,I,MI,MILANO,VIA C. AMORETTI,OV,"VIA C. AMORETTI,MILANO,MI,I",45.52022415287826,9.147598065199462
AUSER VOLONTARIATO ACQUACHIARA BEDIZZOLE ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,GOFFI,RENATO,I,BS,BEDIZZOLE,VIA MONTE GRAPPA,OV,"VIA MONTE GRAPPA,BEDIZZOLE,BS,I",45.51155513874714,10.418784867972285
AUSER VOLONTARIATO 'ALBA' DI PARRE O.D.V. - E.T.S.,ORGANIZZAZIONI DI VOLONTARIATO,EPIS,FRANCESCO,I,BG,PARRE,VIA DUCA D'AOSTA,OV,"VIA DUCA D'AOSTA,PARRE,BG,I",45.87444255210721,9.890576778275141
AUSER VOLONTARIATO 'AMICI DI TRESCORE' ODV - ETS,ORGANIZZAZIONI DI VOLONTARIATO,BRIGNOLI,CLAUDIO,I,BG,TRESCORE BALNEARIO,VIA LORENZO LOTTO,OV,"VIA LORENZO LOTTO,TRESCORE BALNEARIO,BG,I",45.69456899561234,9.842517035638226
AUSER VOLONTARIATO ANGELA RIVETTI MONTIRONE ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,BONOMI,ADELINA,I,BS,MONTIRONE,VIA FOPPA,OV,"VIA FOPPA,MONTIRONE,BS,I",45.45020141433084,10.229551478282612
AUSER VOLONTARIATO 'ARCOBALENO' DI CASNIGO O.D.V. - E.T.S.,ORGANIZZAZIONI DI VOLONTARIATO,CATTANEO,CLAUDIA,I,BG,CASNIGO,PIAZZA DOTTOR BONANDRINI,OV,"PIAZZA DOTTOR BONANDRINI,CASNIGO,BG,I",45.81570792055866,9.868626960120292
AUSER VOLONTARIATO BARLASSINA ODV,ORGANIZZAZIONI DI VOLONTARIATO,LAMBORGHINI,MICHELE LORIS,I,MB,BARLASSINA,PIAZZA CAVOUR,OV,"PIAZZA CAVOUR,BARLASSINA,MB,I",45.65622172439108,9.130096413269058
AUSER VOLONTARIATO BARONA TICINESE ODV,ORGANIZZAZIONI DI VOLONTARIATO,LASORELLA,ANGELA,I,MI,MILANO,VIA DEI TRANSITI,OV,"VIA DEI TRANSITI,MILANO,MI,I",45.49078426845129,9.220027399419513
AUSER VOLONTARIATO BENEFICA 2004 DI VESCOVATO ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,SOREGAROLI,GIUSEPPE,I,CR,VESCOVATO,VIA BONOMELLI,OV,"VIA BONOMELLI,VESCOVATO,CR,I",45.17757084927409,10.167129025872399
AUSER VOLONTARIATO BORMIO E ALTA VALTELLINA ODV,ORGANIZZAZIONI DI VOLONTARIATO,BINDA,GIANFRANCO,I,SO,BORMIO,VIA MILANO,OV,"VIA MILANO,BORMIO,SO,I",46.463732325407804,10.365450534215764
AUSER VOLONTARIATO BRESCIA ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,PREVEDONI,PIETRO,I,BS,BRESCIA,VIA F.LLI FOLONARI,OV,"VIA F.LLI FOLONARI,BRESCIA,BS,I",45.53429287604651,10.209219292657993
AUSER VOLONTARIATO BRIANZA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,ALBERGONI,PIETRO,I,MB,MONZA,VIA MONTE OLIVETO,OV,"VIA MONTE OLIVETO,MONZA,MB,I",45.57784052549511,9.259165555334798
AUSER VOLONTARIATO CARPIANO ODV,ORGANIZZAZIONI DI VOLONTARIATO,GALUZZI,GIANLUIGI,I,MI,CARPIANO,VIALE S. MARTINO,OV,"VIALE S. MARTINO,CARPIANO,MI,I",45.34081568584348,9.273352401427976
AUSER VOLONTARIATO CASELLE LANDI ODV,ORGANIZZAZIONI DI VOLONTARIATO,SPINGARDI,LIA,I,LO,CASELLE LANDI,VIALE 4 NOVEMBRE,OV,"VIALE 4 NOVEMBRE,CASELLE LANDI,LO,I",45.10074176447679,9.79304257219408
AUSER VOLONTARIATO 'CENTRO DI VALLE BREMBANA' ODV - ETS,ORGANIZZAZIONI DI VOLONTARIATO,BOSSI,CORINNA,I,BG,ZOGNO,VIALE MARTIRI DELLA LIBERTA',OV,"VIALE MARTIRI DELLA LIBERTA',ZOGNO,BG,I",45.79440388047974,9.667509375546949
AUSER VOLONTARIATO CERNUSCO SUL NAVIGLIO ODV,ORGANIZZAZIONI DI VOLONTARIATO,MAGNI,MASSIMILANO,I,MI,CERNUSCO SUL NAVIGLIO,PIAZZA UNITA' D'ITALIA (MUNICIPIO),OV,"PIAZZA UNITA' D'ITALIA (MUNICIPIO),CERNUSCO SUL NAVIGLIO,MI,I",45.52443205370261,9.33292471099396
AUSER VOLONTARIATO CESANO MADERNO ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,SCHIANCHI,CLAUDIA,I,MB,CESANO MADERNO,VIA S. MARTINO,OV,"VIA S. MARTINO,CESANO MADERNO,MB,I",45.62867565855495,9.14012759100244
AUSER VOLONTARIATO CHIAVENNA ODV,ORGANIZZAZIONI DI VOLONTARIATO,COTA,GIORGIO,I,SO,CHIAVENNA,CORSO VITTORIO EMANUELE II,OV,"CORSO VITTORIO EMANUELE II,CHIAVENNA,SO,I",46.320263822838164,9.40508871109593
AUSER VOLONTARIATO CODOGNO ODV,ORGANIZZAZIONI DI VOLONTARIATO,MANFREDI,MARIA LUISA,I,LO,CODOGNO,VIALE RESISTENZA,OV,"VIALE RESISTENZA,CODOGNO,LO,I",45.16934485524526,9.699142904325322
AUSER VOLONTARIATO COLLABORATORI SOCIALI BRESCIA ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,CASTREZZATI,GIUSEPPE,I,BS,BRESCIA,VIA FRATELLI FOLONARI,OV,"VIA FRATELLI FOLONARI,BRESCIA,BS,I",45.53429287604651,10.209219292657993
AUSER VOLONTARIATO COMO ODV,ORGANIZZAZIONI DI VOLONTARIATO,PATRIGNANI,MASSIMO,I,CO,COMO,VIA NAPOLEONA,OV,"VIA NAPOLEONA,COMO,CO,I",45.79295016672182,9.092259216187417
AUSER VOLONTARIATO COMPRENSORIO DI CREMONA ODV-ETS,ORGANIZZAZIONI DI VOLONTARIATO,BERTOLETTI,DONATA ROSA,I,CR,CREMONA,VIA BRESCIA,OV,"VIA BRESCIA,CREMONA,CR,I",45.1749848645064,10.043856794966317
AUSER VOLONTARIATO CORBETTA ODV ETS,ORGANIZZAZIONI DI VOLONTARIATO,VOLONNINO,ANTONIETTA,I,MI,CORBETTA,VIA VERDI,OV,"VIA VERDI,CORBETTA,MI,I",45.4685604223987,8.915016927895168
AUSER VOLONTARIATO CRESCENZAGO GORLA ODV,ORGANIZZAZIONI DI VOLONTARIATO,MODONESI,PAOLA,I,MI,MILANO,VIALE MONZA,OV,"VIALE MONZA,MILANO,MI,I",45.49914737027369,9.21846193258525
